Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 28 2022,Rockdale,GA,Passenger,1.00,0.00,1.00,5.00,6.00,16.67
October 31 2023,Lee,AL,Passenger,1.00,0.00,1.00,11.00,12.00,8.33
March 31 2017,Skagit,WA,Passenger,118.00,91.00,209.00,87514.00,87723.00,0.24
April 30 2023,Pacific,WA,Passenger,77.00,90.00,167.00,15618.00,15785.00,1.06
September 30 2020,Clallam,WA,Truck,1.00,0.00,1.00,21767.00,21768.00,0.00
September 30 2019,Placer,CA,Passenger,1.00,0.00,1.00,101.00,102.00,0.98
June 30 2019,Ada,ID,Passenger,0.00,2.00,2.00,321.00,323.00,0.62
August 31 2022,Fairbanks North Star,AK,Passenger,0.00,1.00,1.00,71.00,72.00,1.39
December 31 2022,Orange,CA,Passenger,10.00,3.00,13.00,365.00,378.00,3.44
May 31 2017,Cascade,MT,Passenger,0.00,1.00,1.00,64.00,65.00,1.54
February 28 2018,Orange,FL,Passenger,2.00,1.00,3.00,169.00,172.00,1.74
December 31 2021,Washtenaw,MI,Passenger,0.00,1.00,1.00,31.00,32.00,3.12
August 31 2022,Fulton,GA,Passenger,1.00,0.00,1.00,70.00,71.00,1.41
July 31 2018,Sangamon,IL,Passenger,1.00,0.00,1.00,11.00,12.00,8.33
August 31 2021,Champaign,IL,Passenger,1.00,0.00,1.00,12.00,13.00,7.69
March 31 2023,Bartow,GA,Passenger,0.00,1.00,1.00,4.00,5.00,20.00
June 30 2019,Kitsap,WA,Truck,1.00,0.00,1.00,54084.00,54085.00,0.00
November 30 2022,Cook,IL,Passenger,4.00,0.00,4.00,184.00,188.00,2.13
January 31 2023,Contra Costa,CA,Passenger,0.00,3.00,3.00,206.00,209.00,1.44
January 31 2022,Larimer,CO,Passenger,1.00,0.00,1.00,48.00,49.00,2.04
February 28 2022,San Diego,CA,Passenger,16.00,6.00,22.00,2494.00,2516.00,0.87
June 30 2021,Whitman,WA,Truck,0.00,0.00,0.00,8589.00,8589.00,0.00
September 30 2020,Lake,IL,Passenger,1.00,0.00,1.00,174.00,175.00,0.57
April 30 2022,Mercer,NJ,Passenger,0.00,1.00,1.00,13.00,14.00,7.14
May 31 2018,Klickitat,WA,Truck,0.00,0.00,0.00,8080.00,8080.00,0.00
June 30 2023,Stevens,WA,Passenger,113.00,68.00,181.00,29699.00,29880.00,0.61
September 30 2019,Kittitas,WA,Truck,0.00,0.00,0.00,14569.00,14569.00,0.00
August 31 2022,Riverside,CA,Passenger,7.00,1.00,8.00,461.00,469.00,1.71
July 31 2018,Monroe,IL,Passenger,1.00,0.00,1.00,4.00,5.00,20.00
March 31 2020,Chesapeake,VA,Passenger,0.00,1.00,1.00,432.00,433.00,0.23
July 31 2021,Douglas,WA,Truck,0.00,0.00,0.00,12692.00,12692.00,0.00
July 31 2017,Montgomery,PA,Passenger,1.00,0.00,1.00,39.00,40.00,2.50
February 28 2022,Hennepin,MN,Passenger,3.00,0.00,3.00,67.00,70.00,4.29
July 31 2022,Manassas,VA,Passenger,0.00,1.00,1.00,8.00,9.00,11.11
July 31 2019,Powhatan,VA,Passenger,1.00,0.00,1.00,1.00,2.00,50.00
November 30 2021,Grays Harbor,WA,Truck,0.00,0.00,0.00,21423.00,21423.00,0.00
June 30 2020,Deschutes,OR,Passenger,4.00,0.00,4.00,143.00,147.00,2.72
June 30 2023,Polk,OR,Passenger,1.00,1.00,2.00,15.00,17.00,11.76
January 31 2019,Charleston,SC,Passenger,1.00,0.00,1.00,128.00,129.00,0.78
August 31 2017,Nantucket,MA,Passenger,1.00,0.00,1.00,3.00,4.00,25.00
May 31 2018,Lincoln,WA,Truck,0.00,0.00,0.00,4536.00,4536.00,0.00
August 31 2019,Kitsap,WA,Truck,1.00,0.00,1.00,54150.00,54151.00,0.00
July 31 2022,Okanogan,WA,Truck,1.00,0.00,1.00,16575.00,16576.00,0.01
May 31 2019,Douglas,WA,Passenger,56.00,36.00,92.00,28001.00,28093.00,0.33
November 30 2020,Santa Clara,CA,Passenger,7.00,2.00,9.00,290.00,299.00,3.01
February 28 2017,Adams,WA,Passenger,2.00,2.00,4.00,12125.00,12129.00,0.03
August 31 2020,Virginia Beach,VA,Passenger,1.00,0.00,1.00,660.00,661.00,0.15
October 31 2021,DuPage,IL,Passenger,3.00,1.00,4.00,55.00,59.00,6.78
October 31 2018,Tarrant,TX,Passenger,1.00,0.00,1.00,207.00,208.00,0.48
November 30 2020,Fort Bend,TX,Passenger,1.00,0.00,1.00,42.00,43.00,2.33
November 30 2017,Santa Rosa,FL,Passenger,1.00,0.00,1.00,107.00,108.00,0.93
February 28 2021,Wilson,TX,Passenger,0.00,1.00,1.00,6.00,7.00,14.29
February 28 2018,Lumpkin,GA,Passenger,1.00,0.00,1.00,7.00,8.00,12.50
January 31 2021,Thurston,WA,Truck,0.00,0.00,0.00,56434.00,56434.00,0.00
April 30 2021,Klickitat,WA,Truck,0.00,0.00,0.00,8244.00,8244.00,0.00
August 31 2021,Howard,MD,Passenger,0.00,1.00,1.00,66.00,67.00,1.49
April 30 2023,Multnomah,OR,Passenger,1.00,2.00,3.00,456.00,459.00,0.65
February 29 2024,Burlington,NJ,Passenger,0.00,2.00,2.00,77.00,79.00,2.53
December 31 2021,Wichita,TX,Passenger,1.00,0.00,1.00,44.00,45.00,2.22
October 31 2019,Los Angeles,CA,Passenger,7.00,9.00,16.00,1099.00,1115.00,1.43
January 31 2018,Prince George,VA,Passenger,0.00,1.00,1.00,73.00,74.00,1.35
September 30 2022,Carroll,NH,Passenger,0.00,1.00,1.00,5.00,6.00,16.67
June 30 2017,Whitman,WA,Passenger,10.00,20.00,30.00,22035.00,22065.00,0.14
October 31 2019,Multnomah,OR,Passenger,4.00,6.00,10.00,743.00,753.00,1.33
February 28 2019,DuPage,IL,Passenger,1.00,0.00,1.00,64.00,65.00,1.54
August 31 2023,Charleston,SC,Passenger,1.00,2.00,3.00,52.00,55.00,5.45
December 31 2022,King,WA,Truck,386.00,2.00,388.00,178237.00,178625.00,0.22
September 30 2020,Clallam,WA,Passenger,245.00,173.00,418.00,49885.00,50303.00,0.83
February 29 2024,Columbia,WA,Passenger,12.00,0.00,12.00,2326.00,2338.00,0.51
July 31 2018,District of Columbia,DC,Passenger,0.00,3.00,3.00,192.00,195.00,1.54
August 31 2017,Frederick,MD,Passenger,0.00,1.00,1.00,84.00,85.00,1.18
August 31 2020,Charles,MD,Passenger,1.00,1.00,2.00,78.00,80.00,2.50
June 30 2019,Lewis,WA,Passenger,99.00,94.00,193.00,59115.00,59308.00,0.33
October 31 2018,Thurston,WA,Truck,0.00,0.00,0.00,54801.00,54801.00,0.00
October 31 2018,Skamania,WA,Truck,0.00,0.00,0.00,3983.00,3983.00,0.00
March 31 2023,Orange,FL,Passenger,1.00,0.00,1.00,68.00,69.00,1.45
July 31 2020,Allegheny,PA,Passenger,1.00,0.00,1.00,81.00,82.00,1.22
June 30 2022,Marion,IA,Passenger,1.00,0.00,1.00,0.00,1.00,100.00
April 30 2018,Walla Walla,WA,Passenger,34.00,40.00,74.00,35453.00,35527.00,0.21
July 31 2022,Frederick,MD,Passenger,1.00,0.00,1.00,61.00,62.00,1.61
March 31 2023,Whatcom,WA,Truck,48.00,0.00,48.00,42912.00,42960.00,0.11
May 31 2017,Columbia,WA,Truck,0.00,0.00,0.00,1538.00,1538.00,0.00
October 31 2019,Suffolk,MA,Passenger,0.00,1.00,1.00,39.00,40.00,2.50
December 31 2020,Oldham,KY,Passenger,0.00,1.00,1.00,4.00,5.00,20.00
September 30 2023,Wahkiakum,WA,Passenger,27.00,19.00,46.00,3045.00,3091.00,1.49
December 31 2020,Jefferson,WA,Truck,0.00,0.00,0.00,9585.00,9585.00,0.00
August 31 2021,Skamania,WA,Truck,0.00,0.00,0.00,4032.00,4032.00,0.00
August 31 2020,Anne Arundel,MD,Passenger,0.00,1.00,1.00,399.00,400.00,0.25
May 31 2023,Sacramento,CA,Truck,1.00,0.00,1.00,32.00,33.00,3.03
January 31 2023,Kitsap,WA,Passenger,2834.00,1159.00,3993.00,176793.00,180786.00,2.21
October 31 2018,San Juan,WA,Passenger,169.00,69.00,238.00,14203.00,14441.00,1.65
September 30 2017,Walla Walla,WA,Truck,0.00,0.00,0.00,13244.00,13244.00,0.00
May 31 2017,Hamilton,TN,Passenger,1.00,0.00,1.00,22.00,23.00,4.35
July 31 2018,Madison,ID,Passenger,1.00,0.00,1.00,41.00,42.00,2.38
April 30 2019,Mecklenburg,NC,Passenger,1.00,0.00,1.00,84.00,85.00,1.18
March 31 2023,Cook,IL,Passenger,4.00,0.00,4.00,173.00,177.00,2.26
June 30 2020,Washoe,NV,Passenger,1.00,0.00,1.00,109.00,110.00,0.91
March 31 2021,New York,NY,Passenger,1.00,0.00,1.00,52.00,53.00,1.89
November 30 2017,Hawaii,HI,Passenger,1.00,0.00,1.00,80.00,81.00,1.23
April 30 2021,Penobscot,ME,Passenger,0.00,1.00,1.00,10.00,11.00,9.09
September 30 2023,Texas,MO,Passenger,1.00,0.00,1.00,1.00,2.00,50.00
August 31 2023,Benton,WA,Passenger,1207.00,592.00,1799.00,135201.00,137000.00,1.31
February 28 2019,Prince George's,MD,Passenger,1.00,1.00,2.00,188.00,190.00,1.05
January 31 2022,Yamhill,OR,Passenger,1.00,0.00,1.00,36.00,37.00,2.70
October 31 2021,Garfield,WA,Truck,0.00,0.00,0.00,998.00,998.00,0.00
April 30 2022,Ray,MO,Passenger,0.00,1.00,1.00,1.00,2.00,50.00
November 30 2021,Grays Harbor,WA,Passenger,191.00,155.00,346.00,49483.00,49829.00,0.69
June 30 2018,Walla Walla,WA,Passenger,34.00,43.00,77.00,35660.00,35737.00,0.22
July 31 2018,Williamson,TX,Passenger,0.00,1.00,1.00,164.00,165.00,0.61
June 30 2019,Flathead,MT,Passenger,1.00,0.00,1.00,66.00,67.00,1.49
December 31 2021,Champaign,IL,Passenger,1.00,0.00,1.00,11.00,12.00,8.33
March 31 2019,Carson City,NV,Passenger,1.00,0.00,1.00,14.00,15.00,6.67
April 30 2019,Carroll,NH,Passenger,0.00,1.00,1.00,2.00,3.00,33.33
April 30 2023,Whitman,WA,Passenger,138.00,72.00,210.00,21990.00,22200.00,0.95
January 31 2017,Nantucket,MA,Passenger,1.00,0.00,1.00,3.00,4.00,25.00
November 30 2017,Garfield,WA,Truck,0.00,0.00,0.00,936.00,936.00,0.00
February 28 2017,Canyon,ID,Passenger,0.00,1.00,1.00,110.00,111.00,0.90
July 31 2023,Skamania,WA,Passenger,112.00,57.00,169.00,8051.00,8220.00,2.06
December 31 2018,Clackamas,OR,Passenger,1.00,1.00,2.00,213.00,215.00,0.93
January 31 2020,Clark,WA,Truck,0.00,0.00,0.00,81756.00,81756.00,0.00
January 31 2022,Geary,KS,Passenger,1.00,0.00,1.00,94.00,95.00,1.05
November 30 2017,Lewis,WA,Passenger,53.00,41.00,94.00,56419.00,56513.00,0.17
February 29 2020,Mason,WA,Truck,0.00,0.00,0.00,20596.00,20596.00,0.00
May 31 2019,Clackamas,OR,Passenger,1.00,1.00,2.00,211.00,213.00,0.94
May 31 2017,Riverside,CA,Passenger,1.00,1.00,2.00,821.00,823.00,0.24
March 31 2022,Clark,WA,Truck,2.00,0.00,2.00,83449.00,83451.00,0.00
January 31 2021,Lincoln,WA,Passenger,6.00,12.00,18.00,7630.00,7648.00,0.24
September 30 2021,Orange,FL,Passenger,2.00,0.00,2.00,116.00,118.00,1.69
June 30 2018,Douglas,WA,Passenger,43.00,31.00,74.00,27651.00,27725.00,0.27
